time,id,captured,test1,test2,test3,test4,test5,test6
14,128,0,NA,NA,NA,NA,NA,NA
15,128,0,NA,NA,NA,NA,NA,NA
8,129,0,NA,NA,NA,NA,NA,NA
9,129,1,1,0,0,0,0,0
10,129,0,NA,NA,NA,NA,NA,NA
11,129,1,0,0,0,0,0,0
12,129,0,NA,NA,NA,NA,NA,NA
13,129,1,0,0,0,1,0,0
11,130,1,0,0,0,0,0,0
12,130,0,NA,NA,NA,NA,NA,NA
13,130,0,NA,NA,NA,NA,NA,NA
14,130,0,NA,NA,NA,NA,NA,NA
8,131,1,0,1,0,1,0,0
9,131,1,0,0,0,0,0,0
10,131,1,1,0,0,0,0,1
11,131,1,1,0,0,0,0,0
12,131,1,0,0,0,0,0,0
13,131,0,NA,NA,NA,NA,NA,NA
14,131,0,NA,NA,NA,NA,NA,NA
14,132,0,NA,NA,NA,NA,NA,NA
15,132,1,0,0,0,0,1,1
16,132,0,NA,NA,NA,NA,NA,NA
17,132,1,1,0,0,0,1,1
18,132,0,NA,NA,NA,NA,NA,NA
5,133,0,NA,NA,NA,NA,NA,NA
6,133,1,0,0,0,0,0,0
7,133,1,0,0,0,1,0,0
15,134,0,NA,NA,NA,NA,NA,NA
16,134,0,NA,NA,NA,NA,NA,NA
17,134,0,NA,NA,NA,NA,NA,NA
18,134,1,0,0,0,0,0,0
19,134,1,0,0,0,0,1,0
20,134,1,0,0,0,0,0,0
21,134,1,0,0,0,0,0,0
22,134,0,NA,NA,NA,NA,NA,NA
3,135,1,0,0,0,0,0,0
4,135,0,NA,NA,NA,NA,NA,NA
5,135,1,0,0,0,0,0,0
9,136,1,0,0,0,0,0,0
10,136,0,NA,NA,NA,NA,NA,NA
11,136,1,0,0,0,0,0,1
12,136,1,0,1,0,0,0,0
13,136,1,0,0,0,1,0,0
14,136,1,0,1,0,0,0,0
8,137,0,NA,NA,NA,NA,NA,NA
9,137,0,NA,NA,NA,NA,NA,NA
10,137,1,0,1,0,0,0,0
18,138,0,NA,NA,NA,NA,NA,NA
19,138,1,0,1,0,0,0,0
20,138,0,NA,NA,NA,NA,NA,NA
9,139,0,NA,NA,NA,NA,NA,NA
10,139,0,NA,NA,NA,NA,NA,NA
11,139,1,0,0,0,0,0,0
12,139,1,0,0,0,0,0,0
13,139,1,0,0,0,0,0,0
14,139,1,0,0,0,0,0,0
15,139,1,0,1,0,0,0,0
8,140,1,0,0,0,0,0,0
9,140,1,0,0,0,0,0,0
10,140,1,0,0,0,0,0,0
11,140,1,0,0,0,0,1,0
12,140,1,0,0,0,0,0,0
13,140,0,NA,NA,NA,NA,NA,NA
14,140,1,0,0,0,0,0,0
14,141,0,NA,NA,NA,NA,NA,NA
15,141,0,NA,NA,NA,NA,NA,NA
16,141,1,0,1,0,0,0,0
17,141,1,1,0,1,1,0,1
18,141,1,0,1,0,0,1,0
19,141,0,NA,NA,NA,NA,NA,NA
20,141,1,1,0,1,0,1,0
15,142,1,0,0,0,0,1,0
16,142,1,0,0,0,0,0,0
17,142,0,NA,NA,NA,NA,NA,NA
18,142,0,NA,NA,NA,NA,NA,NA
19,142,1,0,0,0,0,0,0
20,142,0,NA,NA,NA,NA,NA,NA
21,142,0,NA,NA,NA,NA,NA,NA
9,143,0,NA,NA,NA,NA,NA,NA
10,143,1,0,0,0,0,0,0
11,143,0,NA,NA,NA,NA,NA,NA
12,143,1,0,0,0,0,0,0
13,143,1,0,0,0,1,0,0
14,143,1,0,0,0,0,0,0
15,143,0,NA,NA,NA,NA,NA,NA
6,144,1,0,0,0,0,0,0
7,144,1,0,0,0,0,0,0
8,144,0,NA,NA,NA,NA,NA,NA
9,144,1,0,0,0,0,0,0
10,144,1,0,0,0,0,0,1
11,144,0,NA,NA,NA,NA,NA,NA
12,145,1,0,1,0,0,0,0
13,145,1,1,0,1,0,1,1
14,145,0,NA,NA,NA,NA,NA,NA
15,145,0,NA,NA,NA,NA,NA,NA
16,145,1,0,0,0,1,1,0
17,145,0,NA,NA,NA,NA,NA,NA
8,146,0,NA,NA,NA,NA,NA,NA
9,146,1,0,0,0,0,0,0
10,146,1,0,0,0,0,0,0
11,146,1,0,0,0,0,0,0
20,147,1,0,0,0,0,0,0
21,147,1,1,0,1,0,1,0
22,147,1,0,1,0,1,1,0
23,147,1,0,0,0,1,1,0
24,147,1,1,0,0,0,1,1
14,148,1,0,0,0,0,0,0
15,148,1,0,0,0,0,0,0
16,148,1,0,0,0,0,0,0
17,148,1,0,0,0,0,0,0
18,148,0,NA,NA,NA,NA,NA,NA
19,148,1,0,0,0,0,0,0
20,148,1,0,0,0,0,0,0
20,149,1,0,0,0,0,0,0
21,149,0,NA,NA,NA,NA,NA,NA
22,149,1,0,0,0,0,1,1
23,149,1,0,0,0,0,0,0
24,149,1,0,0,0,0,0,0
15,150,1,0,0,0,0,0,0
16,150,0,NA,NA,NA,NA,NA,NA
17,150,0,NA,NA,NA,NA,NA,NA
18,150,1,0,0,0,1,0,0
19,150,1,0,0,0,0,1,0
9,151,1,0,0,0,0,0,0
10,151,1,0,0,0,0,0,0
11,151,1,0,0,0,0,0,0
12,151,1,0,0,0,0,0,0
13,151,1,0,0,0,0,0,0
14,151,1,0,0,0,0,0,0
15,151,1,1,0,0,0,1,0
18,152,0,NA,NA,NA,NA,NA,NA
19,152,1,1,0,0,0,0,0
20,152,1,0,0,0,0,0,0
21,152,1,0,0,1,0,1,1
22,152,1,1,0,0,1,1,0
12,153,1,0,0,0,0,0,0
13,153,0,NA,NA,NA,NA,NA,NA
14,153,1,0,0,0,0,0,0
15,153,0,NA,NA,NA,NA,NA,NA
16,153,1,0,0,0,0,0,0
17,153,0,NA,NA,NA,NA,NA,NA
18,153,1,0,0,0,0,0,0
19,153,1,0,1,0,0,0,0
16,154,1,0,0,0,0,0,1
17,154,0,NA,NA,NA,NA,NA,NA
18,154,1,0,0,0,0,1,0
19,154,1,0,1,0,0,0,0
20,154,1,0,0,0,0,0,0
21,154,1,0,0,0,0,0,0
8,155,1,0,0,0,0,0,0
9,155,0,NA,NA,NA,NA,NA,NA
10,155,0,NA,NA,NA,NA,NA,NA
12,156,1,1,0,0,0,0,0
13,156,0,NA,NA,NA,NA,NA,NA
14,156,0,NA,NA,NA,NA,NA,NA
15,156,1,1,0,1,1,1,1
16,156,1,1,0,0,0,1,1
17,156,1,1,0,0,1,1,0
18,156,1,0,0,0,0,1,0
19,157,1,0,0,0,0,0,0
20,157,0,NA,NA,NA,NA,NA,NA
21,157,1,0,0,0,1,1,0
18,158,1,0,0,0,0,0,0
19,158,1,0,0,0,0,0,0
20,158,1,0,0,0,0,0,0
21,158,0,NA,NA,NA,NA,NA,NA
22,158,1,0,0,0,0,0,0
23,158,0,NA,NA,NA,NA,NA,NA
24,158,0,NA,NA,NA,NA,NA,NA
13,159,1,0,0,0,1,0,0
14,159,1,0,0,0,0,0,0
15,159,1,0,0,0,0,0,0
11,160,1,0,0,0,0,0,0
12,160,1,0,0,0,0,0,0
13,160,1,0,0,0,0,0,0
14,160,1,0,0,0,1,0,0
17,161,1,0,0,0,0,0,0
18,161,0,NA,NA,NA,NA,NA,NA
19,161,1,1,0,0,0,0,0
20,161,0,NA,NA,NA,NA,NA,NA
21,161,0,NA,NA,NA,NA,NA,NA
22,161,1,0,0,0,0,0,0
18,162,1,0,0,0,0,0,0
19,162,0,NA,NA,NA,NA,NA,NA
20,162,0,NA,NA,NA,NA,NA,NA
21,162,0,NA,NA,NA,NA,NA,NA
2,163,0,NA,NA,NA,NA,NA,NA
3,163,0,NA,NA,NA,NA,NA,NA
4,163,1,0,0,0,0,0,0
5,163,0,NA,NA,NA,NA,NA,NA
6,163,1,0,0,0,0,0,0
3,164,1,0,0,0,0,0,0
4,164,1,0,0,0,0,0,0
5,164,1,0,0,0,0,0,0
6,164,1,1,0,0,0,0,1
7,164,1,0,0,0,0,0,0
8,164,1,0,0,0,0,0,0
9,164,1,0,0,0,0,0,0
19,165,1,0,0,0,0,0,0
20,165,1,0,0,0,0,0,1
21,165,0,NA,NA,NA,NA,NA,NA
22,165,0,NA,NA,NA,NA,NA,NA
23,165,1,0,0,0,0,0,0
24,165,1,0,0,0,0,0,0
13,166,0,NA,NA,NA,NA,NA,NA
14,166,1,0,0,0,0,0,0
15,166,1,0,0,0,0,0,1
16,166,1,0,0,0,0,0,0
17,166,0,NA,NA,NA,NA,NA,NA
18,166,1,0,1,0,0,0,0
19,166,0,NA,NA,NA,NA,NA,NA
9,167,1,0,0,0,0,0,0
10,167,1,0,0,0,0,0,0
11,167,1,0,0,0,0,0,0
10,168,0,NA,NA,NA,NA,NA,NA
11,168,0,NA,NA,NA,NA,NA,NA
12,168,1,0,0,0,0,0,0
13,168,0,NA,NA,NA,NA,NA,NA
14,168,0,NA,NA,NA,NA,NA,NA
15,168,0,NA,NA,NA,NA,NA,NA
16,168,1,1,1,0,0,1,1
13,169,1,0,0,0,0,0,0
14,169,1,0,0,0,0,0,0
15,169,1,0,0,0,0,0,0
3,170,1,0,0,0,0,0,0
4,170,1,0,0,0,0,0,0
5,170,1,0,0,0,0,0,0
6,170,0,NA,NA,NA,NA,NA,NA
7,170,1,0,0,0,0,0,0
8,170,0,NA,NA,NA,NA,NA,NA
9,170,1,0,0,0,0,0,0
10,170,0,NA,NA,NA,NA,NA,NA
19,171,1,0,0,0,1,1,0
20,171,1,0,0,0,1,0,1
21,171,1,1,1,0,0,1,0
22,171,0,NA,NA,NA,NA,NA,NA
23,171,0,NA,NA,NA,NA,NA,NA
24,171,1,1,0,1,1,1,1
4,172,0,NA,NA,NA,NA,NA,NA
5,172,0,NA,NA,NA,NA,NA,NA
6,172,1,0,0,0,0,0,0
7,172,1,0,0,0,0,1,0
16,173,1,0,0,0,0,0,0
17,173,1,0,0,0,0,0,0
18,173,1,0,0,0,1,0,0
19,173,1,0,0,0,0,0,0
20,173,1,1,0,0,0,0,1
21,173,1,1,0,0,1,1,1
22,173,1,0,0,0,1,1,1
18,174,0,NA,NA,NA,NA,NA,NA
19,174,1,0,0,0,0,0,1
20,174,0,NA,NA,NA,NA,NA,NA
21,174,1,0,1,0,0,0,0
22,174,1,0,0,0,0,0,0
23,174,1,0,0,0,0,0,0
24,174,0,NA,NA,NA,NA,NA,NA
5,175,1,0,0,0,0,0,0
6,175,1,0,0,0,0,0,0
7,175,1,0,0,0,0,0,0
8,175,1,0,0,0,0,0,0
9,175,1,0,0,0,0,0,0
10,175,1,0,0,0,0,0,0
10,176,1,0,0,0,0,1,0
11,176,1,0,0,0,0,0,0
12,176,1,0,0,0,0,0,0
14,177,1,0,0,0,0,0,0
15,177,1,0,0,0,0,0,0
16,177,1,0,0,0,0,0,0
17,177,0,NA,NA,NA,NA,NA,NA
18,177,1,0,0,0,0,0,0
15,178,1,0,0,0,0,0,1
16,178,1,0,0,0,0,0,0
17,178,0,NA,NA,NA,NA,NA,NA
18,178,0,NA,NA,NA,NA,NA,NA
19,178,1,0,0,0,0,0,0
3,179,1,0,0,0,0,0,0
4,179,1,0,0,0,0,0,0
5,179,1,0,0,0,0,0,0
6,179,1,0,0,0,0,1,0
4,180,1,0,0,0,0,0,0
5,180,1,0,0,0,0,0,0
6,180,0,NA,NA,NA,NA,NA,NA
7,180,0,NA,NA,NA,NA,NA,NA
8,180,0,NA,NA,NA,NA,NA,NA
9,180,1,0,0,0,0,0,0
10,180,0,NA,NA,NA,NA,NA,NA
3,181,1,0,0,0,0,0,0
4,181,0,NA,NA,NA,NA,NA,NA
5,181,0,NA,NA,NA,NA,NA,NA
6,181,1,0,0,0,0,0,0
7,181,1,0,0,0,0,0,0
8,181,1,0,0,0,1,0,0
15,182,1,0,0,0,0,0,0
16,182,0,NA,NA,NA,NA,NA,NA
17,182,1,0,0,0,0,0,0
18,182,1,0,0,0,0,0,0
19,182,1,0,0,0,0,0,0
19,183,0,NA,NA,NA,NA,NA,NA
20,183,1,0,1,1,1,1,0
21,183,1,0,0,0,0,1,0
11,184,1,0,0,0,0,0,0
12,184,0,NA,NA,NA,NA,NA,NA
13,184,1,0,0,0,0,0,0
14,184,1,0,0,0,0,0,0
15,184,1,0,0,0,0,0,0
16,184,0,NA,NA,NA,NA,NA,NA
17,184,0,NA,NA,NA,NA,NA,NA
17,185,1,0,0,0,0,0,0
18,185,1,0,0,0,0,0,0
19,185,0,NA,NA,NA,NA,NA,NA
20,185,1,0,1,0,0,0,0
21,185,1,0,0,0,0,0,0
22,185,0,NA,NA,NA,NA,NA,NA
23,185,1,0,0,0,0,0,0
24,185,0,NA,NA,NA,NA,NA,NA
13,186,0,NA,NA,NA,NA,NA,NA
14,186,0,NA,NA,NA,NA,NA,NA
15,186,0,NA,NA,NA,NA,NA,NA
15,187,1,0,1,1,0,1,0
16,187,0,NA,NA,NA,NA,NA,NA
17,187,1,1,0,0,1,1,0
18,187,1,0,0,0,1,1,1
7,188,1,0,0,0,0,0,0
8,188,1,0,0,0,0,0,0
9,188,0,NA,NA,NA,NA,NA,NA
13,189,1,0,0,0,0,0,0
14,189,1,0,1,0,0,0,0
15,189,1,0,0,0,0,0,0
16,189,1,0,0,0,0,0,0
10,190,1,0,0,0,0,0,1
11,190,0,NA,NA,NA,NA,NA,NA
12,190,1,0,0,0,1,1,0
13,190,1,0,1,0,1,1,1
14,190,1,0,0,0,0,1,0
3,191,1,0,0,0,0,0,0
4,191,1,0,0,0,0,0,0
5,191,1,0,0,0,0,0,1
6,191,0,NA,NA,NA,NA,NA,NA
7,191,1,1,0,0,0,1,1
8,191,0,NA,NA,NA,NA,NA,NA
9,191,1,0,1,0,1,0,0
19,192,1,1,0,0,0,0,0
20,192,1,1,0,0,0,0,0
21,192,0,NA,NA,NA,NA,NA,NA
22,192,1,0,0,0,0,0,0
14,193,1,0,0,0,0,0,0
15,193,1,0,0,0,0,0,0
16,193,0,NA,NA,NA,NA,NA,NA
17,193,1,1,0,0,0,1,1
7,194,1,0,1,0,0,0,0
8,194,1,0,0,0,0,0,0
9,194,1,0,0,0,0,0,0
10,194,0,NA,NA,NA,NA,NA,NA
11,194,1,0,0,0,0,0,0
7,195,0,NA,NA,NA,NA,NA,NA
8,195,0,NA,NA,NA,NA,NA,NA
9,195,1,0,0,0,0,0,0
10,195,1,0,0,0,0,0,0
11,195,1,0,0,0,0,0,0
12,195,1,0,0,0,0,0,0
19,196,1,0,0,0,0,0,0
20,196,1,0,0,0,0,0,0
21,196,0,NA,NA,NA,NA,NA,NA
22,196,0,NA,NA,NA,NA,NA,NA
23,196,1,0,0,0,0,0,0
24,196,0,NA,NA,NA,NA,NA,NA
10,197,1,0,0,0,0,0,0
11,197,1,0,0,0,0,0,0
12,197,1,0,1,0,1,1,0
3,198,1,0,0,0,0,0,0
4,198,0,NA,NA,NA,NA,NA,NA
5,198,1,0,0,0,0,0,0
6,198,0,NA,NA,NA,NA,NA,NA
7,198,1,0,0,0,0,0,0
8,198,1,0,0,0,1,0,0
9,198,1,0,0,0,0,0,0
10,198,1,0,0,0,0,0,0
17,199,1,0,0,0,0,0,0
18,199,0,NA,NA,NA,NA,NA,NA
19,199,1,0,0,0,0,0,0
20,199,0,NA,NA,NA,NA,NA,NA
21,199,0,NA,NA,NA,NA,NA,NA
9,200,1,1,0,0,0,0,0
10,200,1,0,0,0,0,0,0
11,200,1,0,0,0,0,1,0
12,200,1,0,0,0,0,0,0
13,200,0,NA,NA,NA,NA,NA,NA
14,200,0,NA,NA,NA,NA,NA,NA
15,200,1,0,0,0,0,0,0
16,200,1,0,0,0,0,0,0
