time,id,captured,test1,test2,test3,test4,test5,test6
13,113,0,NA,NA,NA,NA,NA,NA
14,113,0,NA,NA,NA,NA,NA,NA
15,113,1,1,NA,NA,NA,0,0
16,113,1,NA,0,NA,NA,1,NA
8,114,0,NA,NA,NA,NA,NA,NA
9,114,1,0,0,0,NA,1,0
10,114,1,1,0,NA,NA,1,NA
1,115,0,NA,NA,NA,NA,NA,NA
2,115,1,0,NA,0,NA,0,NA
3,115,0,NA,NA,NA,NA,NA,NA
4,115,1,0,0,NA,NA,0,NA
5,115,1,NA,NA,NA,0,0,0
6,115,1,NA,NA,0,NA,NA,NA
7,115,0,NA,NA,NA,NA,NA,NA
9,116,0,NA,NA,NA,NA,NA,NA
10,116,1,NA,0,NA,0,NA,NA
11,116,0,NA,NA,NA,NA,NA,NA
12,116,0,NA,NA,NA,NA,NA,NA
11,117,0,NA,NA,NA,NA,NA,NA
12,117,1,NA,0,0,0,0,0
13,117,0,NA,NA,NA,NA,NA,NA
14,117,1,0,0,0,NA,NA,0
9,118,1,NA,NA,NA,NA,NA,NA
10,118,0,NA,NA,NA,NA,NA,NA
11,118,0,NA,NA,NA,NA,NA,NA
12,118,0,NA,NA,NA,NA,NA,NA
13,118,0,NA,NA,NA,NA,NA,NA
14,118,1,0,NA,NA,NA,NA,NA
15,118,1,NA,NA,NA,0,NA,1
6,119,0,NA,NA,NA,NA,NA,NA
7,119,1,NA,0,0,0,NA,0
8,119,0,NA,NA,NA,NA,NA,NA
9,119,0,NA,NA,NA,NA,NA,NA
10,119,1,0,NA,NA,NA,NA,0
11,119,0,NA,NA,NA,NA,NA,NA
12,119,0,NA,NA,NA,NA,NA,NA
14,120,0,NA,NA,NA,NA,NA,NA
15,120,1,NA,0,NA,0,NA,0
16,120,0,NA,NA,NA,NA,NA,NA
17,120,1,NA,NA,0,0,0,0
18,120,0,NA,NA,NA,NA,NA,NA
5,121,1,NA,0,0,NA,NA,0
6,121,0,NA,NA,NA,NA,NA,NA
7,121,0,NA,NA,NA,NA,NA,NA
3,122,1,0,NA,NA,NA,NA,NA
4,122,0,NA,NA,NA,NA,NA,NA
5,122,1,NA,0,NA,0,NA,0
6,122,0,NA,NA,NA,NA,NA,NA
5,123,1,NA,0,NA,NA,NA,NA
6,123,1,0,0,0,0,NA,NA
7,123,1,0,NA,0,NA,0,1
8,123,1,0,0,0,0,0,NA
9,123,0,NA,NA,NA,NA,NA,NA
10,123,1,0,0,NA,0,NA,0
17,124,1,0,0,0,0,0,NA
18,124,1,0,1,NA,0,NA,NA
19,124,1,0,0,NA,0,NA,NA
20,124,1,NA,0,NA,0,NA,0
21,124,0,NA,NA,NA,NA,NA,NA
9,125,1,0,NA,0,NA,0,0
10,125,1,NA,0,0,NA,1,NA
11,125,0,NA,NA,NA,NA,NA,NA
19,126,1,NA,NA,NA,NA,0,NA
20,126,1,NA,NA,NA,NA,0,NA
21,126,1,NA,0,0,NA,NA,NA
12,127,1,NA,0,NA,0,NA,0
13,127,0,NA,NA,NA,NA,NA,NA
14,127,0,NA,NA,NA,NA,NA,NA
15,127,0,NA,NA,NA,NA,NA,NA
16,127,1,NA,NA,0,NA,NA,NA
17,127,1,NA,NA,NA,0,NA,NA
18,127,1,NA,0,NA,NA,NA,NA
19,128,1,NA,1,0,0,NA,0
20,128,0,NA,NA,NA,NA,NA,NA
21,128,1,0,NA,NA,0,0,NA
22,128,1,NA,NA,0,0,NA,NA
23,128,0,NA,NA,NA,NA,NA,NA
2,129,1,0,NA,NA,NA,NA,0
3,129,0,NA,NA,NA,NA,NA,NA
4,129,1,0,NA,NA,0,0,0
5,129,1,NA,0,0,NA,NA,NA
6,129,0,NA,NA,NA,NA,NA,NA
7,129,0,NA,NA,NA,NA,NA,NA
8,129,1,0,1,0,NA,0,NA
20,130,1,NA,0,0,0,NA,0
21,130,1,NA,NA,NA,NA,NA,0
22,130,0,NA,NA,NA,NA,NA,NA
23,130,0,NA,NA,NA,NA,NA,NA
12,131,0,NA,NA,NA,NA,NA,NA
13,131,1,0,0,0,0,NA,NA
14,131,1,0,0,0,NA,NA,NA
17,132,0,NA,NA,NA,NA,NA,NA
18,132,0,NA,NA,NA,NA,NA,NA
19,132,1,NA,NA,0,0,0,NA
16,133,1,NA,NA,NA,NA,NA,NA
17,133,0,NA,NA,NA,NA,NA,NA
18,133,1,NA,0,NA,0,NA,NA
19,133,0,NA,NA,NA,NA,NA,NA
15,134,0,NA,NA,NA,NA,NA,NA
16,134,1,0,NA,NA,0,0,NA
17,134,1,NA,NA,NA,0,0,NA
18,134,1,0,0,NA,0,NA,NA
19,134,0,NA,NA,NA,NA,NA,NA
16,135,1,0,0,0,NA,NA,0
17,135,0,NA,NA,NA,NA,NA,NA
18,135,1,0,0,NA,0,0,0
19,135,0,NA,NA,NA,NA,NA,NA
20,135,0,NA,NA,NA,NA,NA,NA
21,135,1,NA,0,NA,NA,NA,NA
22,135,0,NA,NA,NA,NA,NA,NA
23,135,0,NA,NA,NA,NA,NA,NA
10,136,1,NA,0,NA,NA,NA,0
11,136,0,NA,NA,NA,NA,NA,NA
12,136,0,NA,NA,NA,NA,NA,NA
13,136,1,NA,0,0,NA,0,NA
14,136,0,NA,NA,NA,NA,NA,NA
15,136,0,NA,NA,NA,NA,NA,NA
1,137,1,0,0,NA,NA,0,NA
2,137,0,NA,NA,NA,NA,NA,NA
3,137,1,NA,0,NA,NA,0,NA
4,137,0,NA,NA,NA,NA,NA,NA
13,138,1,NA,NA,0,NA,0,0
14,138,0,NA,NA,NA,NA,NA,NA
15,138,0,NA,NA,NA,NA,NA,NA
16,138,0,NA,NA,NA,NA,NA,NA
17,138,0,NA,NA,NA,NA,NA,NA
18,138,1,NA,NA,0,0,0,0
19,138,0,NA,NA,NA,NA,NA,NA
20,138,1,NA,0,NA,0,NA,0
18,139,1,0,NA,NA,0,0,0
19,139,0,NA,NA,NA,NA,NA,NA
20,139,1,NA,1,1,1,1,NA
21,139,1,NA,NA,0,NA,1,1
13,140,0,NA,NA,NA,NA,NA,NA
14,140,0,NA,NA,NA,NA,NA,NA
15,140,0,NA,NA,NA,NA,NA,NA
16,140,1,0,1,NA,NA,1,0
17,140,0,NA,NA,NA,NA,NA,NA
18,140,1,0,0,0,NA,NA,0
19,140,0,NA,NA,NA,NA,NA,NA
20,140,0,NA,NA,NA,NA,NA,NA
11,141,1,0,0,NA,NA,NA,0
12,141,0,NA,NA,NA,NA,NA,NA
13,141,1,NA,NA,NA,NA,NA,NA
14,141,1,0,NA,0,NA,0,0
15,141,1,1,1,NA,NA,NA,NA
16,141,0,NA,NA,NA,NA,NA,NA
17,141,1,0,1,0,NA,NA,NA
13,142,1,NA,NA,NA,NA,NA,0
14,142,1,0,0,NA,NA,0,NA
15,142,0,NA,NA,NA,NA,NA,NA
16,142,0,NA,NA,NA,NA,NA,NA
17,142,1,0,0,1,0,1,NA
18,142,0,NA,NA,NA,NA,NA,NA
15,143,1,NA,0,NA,NA,NA,0
16,143,0,NA,NA,NA,NA,NA,NA
17,143,0,NA,NA,NA,NA,NA,NA
18,143,1,NA,NA,NA,NA,NA,NA
19,143,0,NA,NA,NA,NA,NA,NA
20,143,0,NA,NA,NA,NA,NA,NA
21,143,0,NA,NA,NA,NA,NA,NA
3,144,0,NA,NA,NA,NA,NA,NA
4,144,0,NA,NA,NA,NA,NA,NA
5,144,1,NA,NA,0,NA,0,0
6,144,0,NA,NA,NA,NA,NA,NA
7,144,1,0,NA,NA,0,NA,0
11,145,1,NA,NA,0,0,NA,NA
12,145,0,NA,NA,NA,NA,NA,NA
13,145,1,NA,NA,0,NA,NA,NA
14,145,1,1,0,NA,NA,0,1
15,145,0,NA,NA,NA,NA,NA,NA
16,145,0,NA,NA,NA,NA,NA,NA
12,146,1,NA,1,NA,NA,0,0
13,146,1,0,1,NA,0,1,NA
14,146,0,NA,NA,NA,NA,NA,NA
15,146,1,NA,0,NA,NA,NA,NA
16,146,1,NA,NA,NA,0,NA,NA
9,147,0,NA,NA,NA,NA,NA,NA
10,147,0,NA,NA,NA,NA,NA,NA
11,147,1,NA,NA,0,0,0,NA
12,147,1,0,NA,NA,0,NA,NA
12,148,1,0,NA,NA,0,NA,0
13,148,0,NA,NA,NA,NA,NA,NA
14,148,1,NA,0,NA,0,NA,NA
15,148,0,NA,NA,NA,NA,NA,NA
16,148,1,NA,NA,0,NA,NA,NA
11,149,0,NA,NA,NA,NA,NA,NA
12,149,0,NA,NA,NA,NA,NA,NA
13,149,1,0,0,NA,NA,NA,0
13,150,1,NA,NA,0,NA,0,0
14,150,0,NA,NA,NA,NA,NA,NA
15,150,0,NA,NA,NA,NA,NA,NA
16,150,0,NA,NA,NA,NA,NA,NA
17,150,1,NA,NA,0,0,1,NA
18,150,1,0,1,1,0,1,NA
10,151,0,NA,NA,NA,NA,NA,NA
11,151,1,NA,0,NA,NA,0,0
12,151,1,NA,NA,0,NA,1,0
13,151,0,NA,NA,NA,NA,NA,NA
14,151,1,NA,NA,NA,NA,NA,0
7,152,1,NA,NA,0,0,0,NA
8,152,1,1,NA,NA,NA,0,NA
9,152,0,NA,NA,NA,NA,NA,NA
10,152,1,0,0,NA,1,1,NA
11,152,0,NA,NA,NA,NA,NA,NA
12,153,0,NA,NA,NA,NA,NA,NA
13,153,1,NA,0,0,0,0,0
14,153,0,NA,NA,NA,NA,NA,NA
15,153,1,0,NA,NA,0,NA,NA
16,153,1,NA,NA,NA,0,NA,NA
9,154,0,NA,NA,NA,NA,NA,NA
10,154,0,NA,NA,NA,NA,NA,NA
11,154,0,NA,NA,NA,NA,NA,NA
12,154,1,NA,0,NA,NA,0,0
13,154,1,NA,1,0,0,NA,0
14,154,1,NA,0,0,0,NA,0
15,154,0,NA,NA,NA,NA,NA,NA
14,155,1,NA,0,0,NA,NA,NA
15,155,0,NA,NA,NA,NA,NA,NA
16,155,1,NA,NA,NA,NA,0,0
17,155,1,0,0,0,0,0,0
18,155,0,NA,NA,NA,NA,NA,NA
5,156,1,NA,NA,0,0,NA,0
6,156,1,NA,NA,NA,0,0,NA
7,156,1,NA,NA,0,NA,0,0
8,156,1,NA,NA,NA,0,NA,0
9,156,0,NA,NA,NA,NA,NA,NA
10,156,0,NA,NA,NA,NA,NA,NA
6,157,1,0,0,NA,0,NA,NA
7,157,1,NA,0,NA,0,0,0
8,157,0,NA,NA,NA,NA,NA,NA
9,157,1,0,NA,NA,NA,NA,NA
10,157,1,NA,0,NA,NA,0,NA
11,157,0,NA,NA,NA,NA,NA,NA
12,157,0,NA,NA,NA,NA,NA,NA
13,157,0,NA,NA,NA,NA,NA,NA
19,158,0,NA,NA,NA,NA,NA,NA
20,158,0,NA,NA,NA,NA,NA,NA
21,158,0,NA,NA,NA,NA,NA,NA
22,158,1,0,NA,0,0,0,0
7,159,0,NA,NA,NA,NA,NA,NA
8,159,0,NA,NA,NA,NA,NA,NA
9,159,0,NA,NA,NA,NA,NA,NA
10,159,0,NA,NA,NA,NA,NA,NA
11,159,0,NA,NA,NA,NA,NA,NA
12,159,1,0,NA,0,NA,0,NA
13,159,1,0,NA,0,NA,NA,NA
14,159,0,NA,NA,NA,NA,NA,NA
20,160,0,NA,NA,NA,NA,NA,NA
21,160,1,0,1,NA,0,0,0
22,160,0,NA,NA,NA,NA,NA,NA
23,160,1,0,0,NA,NA,NA,NA
24,160,1,0,NA,NA,0,0,NA
7,161,0,NA,NA,NA,NA,NA,NA
8,161,1,0,NA,0,NA,NA,1
9,161,0,NA,NA,NA,NA,NA,NA
13,162,0,NA,NA,NA,NA,NA,NA
14,162,0,NA,NA,NA,NA,NA,NA
15,162,0,NA,NA,NA,NA,NA,NA
16,162,1,0,0,0,NA,NA,0
17,162,0,NA,NA,NA,NA,NA,NA
18,162,0,NA,NA,NA,NA,NA,NA
19,162,1,NA,0,NA,NA,NA,NA
20,162,1,NA,0,0,NA,NA,0
6,163,0,NA,NA,NA,NA,NA,NA
7,163,0,NA,NA,NA,NA,NA,NA
8,163,0,NA,NA,NA,NA,NA,NA
9,163,0,NA,NA,NA,NA,NA,NA
4,164,0,NA,NA,NA,NA,NA,NA
5,164,1,0,NA,NA,NA,NA,NA
6,164,0,NA,NA,NA,NA,NA,NA
14,165,0,NA,NA,NA,NA,NA,NA
15,165,0,NA,NA,NA,NA,NA,NA
16,165,0,NA,NA,NA,NA,NA,NA
17,165,1,NA,0,0,0,1,1
18,165,0,NA,NA,NA,NA,NA,NA
19,165,0,NA,NA,NA,NA,NA,NA
15,166,1,NA,1,0,NA,0,1
16,166,1,NA,NA,0,NA,0,0
17,166,1,NA,NA,NA,0,NA,NA
18,167,0,NA,NA,NA,NA,NA,NA
19,167,0,NA,NA,NA,NA,NA,NA
20,167,1,0,NA,NA,NA,0,NA
21,167,0,NA,NA,NA,NA,NA,NA
22,167,1,NA,NA,NA,NA,0,NA
23,167,0,NA,NA,NA,NA,NA,NA
7,168,0,NA,NA,NA,NA,NA,NA
8,168,0,NA,NA,NA,NA,NA,NA
9,168,1,0,NA,NA,NA,0,0
10,168,1,0,NA,NA,NA,NA,0
7,169,0,NA,NA,NA,NA,NA,NA
8,169,0,NA,NA,NA,NA,NA,NA
9,169,0,NA,NA,NA,NA,NA,NA
16,170,0,NA,NA,NA,NA,NA,NA
17,170,0,NA,NA,NA,NA,NA,NA
18,170,0,NA,NA,NA,NA,NA,NA
19,170,0,NA,NA,NA,NA,NA,NA
20,170,0,NA,NA,NA,NA,NA,NA
7,171,1,NA,NA,NA,0,NA,0
8,171,0,NA,NA,NA,NA,NA,NA
9,171,1,0,0,NA,NA,NA,NA
10,171,0,NA,NA,NA,NA,NA,NA
6,172,0,NA,NA,NA,NA,NA,NA
7,172,1,0,NA,NA,0,1,0
8,172,0,NA,NA,NA,NA,NA,NA
9,172,0,NA,NA,NA,NA,NA,NA
10,172,1,NA,NA,NA,NA,NA,0
18,173,0,NA,NA,NA,NA,NA,NA
19,173,1,NA,0,0,0,0,1
20,173,0,NA,NA,NA,NA,NA,NA
20,174,0,NA,NA,NA,NA,NA,NA
21,174,0,NA,NA,NA,NA,NA,NA
22,174,1,NA,0,NA,0,NA,NA
23,174,1,NA,0,NA,0,0,NA
24,174,0,NA,NA,NA,NA,NA,NA
4,175,0,NA,NA,NA,NA,NA,NA
5,175,0,NA,NA,NA,NA,NA,NA
6,175,1,0,NA,0,0,NA,NA
15,176,0,NA,NA,NA,NA,NA,NA
16,176,1,NA,0,0,NA,NA,0
17,176,0,NA,NA,NA,NA,NA,NA
18,176,1,0,NA,NA,NA,NA,NA
19,176,0,NA,NA,NA,NA,NA,NA
20,176,0,NA,NA,NA,NA,NA,NA
21,176,0,NA,NA,NA,NA,NA,NA
11,177,1,NA,1,NA,NA,NA,0
12,177,1,NA,0,0,NA,NA,0
13,177,0,NA,NA,NA,NA,NA,NA
13,178,0,NA,NA,NA,NA,NA,NA
14,178,1,0,NA,NA,0,NA,0
15,178,1,NA,NA,NA,0,NA,0
13,179,0,NA,NA,NA,NA,NA,NA
14,179,1,0,NA,NA,NA,1,0
15,179,1,NA,0,0,0,NA,0
3,180,0,NA,NA,NA,NA,NA,NA
4,180,1,0,0,0,NA,NA,NA
5,180,1,0,NA,0,NA,NA,NA
6,180,1,0,NA,NA,NA,NA,NA
7,180,1,NA,NA,0,NA,NA,0
8,180,1,NA,NA,NA,0,NA,0
2,181,0,NA,NA,NA,NA,NA,NA
3,181,0,NA,NA,NA,NA,NA,NA
4,181,1,NA,NA,0,0,1,0
5,181,0,NA,NA,NA,NA,NA,NA
6,181,0,NA,NA,NA,NA,NA,NA
7,181,1,NA,NA,NA,NA,1,NA
8,181,0,NA,NA,NA,NA,NA,NA
9,181,1,NA,NA,0,NA,NA,NA
13,182,0,NA,NA,NA,NA,NA,NA
14,182,0,NA,NA,NA,NA,NA,NA
15,182,0,NA,NA,NA,NA,NA,NA
16,182,1,0,1,NA,0,NA,0
17,182,0,NA,NA,NA,NA,NA,NA
19,183,0,NA,NA,NA,NA,NA,NA
20,183,0,NA,NA,NA,NA,NA,NA
21,183,0,NA,NA,NA,NA,NA,NA
1,184,1,NA,0,0,NA,0,NA
2,184,1,NA,NA,NA,NA,0,NA
3,184,0,NA,NA,NA,NA,NA,NA
4,184,0,NA,NA,NA,NA,NA,NA
18,185,1,NA,NA,NA,NA,0,0
19,185,0,NA,NA,NA,NA,NA,NA
20,185,0,NA,NA,NA,NA,NA,NA
21,185,0,NA,NA,NA,NA,NA,NA
22,185,0,NA,NA,NA,NA,NA,NA
23,185,0,NA,NA,NA,NA,NA,NA
24,185,1,NA,0,0,NA,NA,NA
4,186,0,NA,NA,NA,NA,NA,NA
5,186,0,NA,NA,NA,NA,NA,NA
6,186,1,NA,NA,0,0,0,NA
7,186,1,1,NA,0,NA,1,0
8,186,1,NA,1,NA,NA,1,1
9,186,0,NA,NA,NA,NA,NA,NA
10,186,0,NA,NA,NA,NA,NA,NA
11,186,1,0,1,0,1,0,NA
13,187,0,NA,NA,NA,NA,NA,NA
14,187,0,NA,NA,NA,NA,NA,NA
15,187,0,NA,NA,NA,NA,NA,NA
16,187,1,NA,NA,0,NA,NA,NA
17,187,0,NA,NA,NA,NA,NA,NA
13,188,0,NA,NA,NA,NA,NA,NA
14,188,1,NA,0,0,0,0,NA
15,188,1,0,NA,0,NA,NA,0
18,189,0,NA,NA,NA,NA,NA,NA
19,189,1,0,NA,NA,0,NA,0
20,189,1,0,0,0,0,0,0
21,189,0,NA,NA,NA,NA,NA,NA
22,189,1,NA,0,0,NA,NA,NA
17,190,1,NA,NA,NA,0,0,0
18,190,1,NA,NA,NA,NA,0,NA
19,190,0,NA,NA,NA,NA,NA,NA
17,191,0,NA,NA,NA,NA,NA,NA
18,191,1,NA,NA,0,NA,NA,NA
19,191,0,NA,NA,NA,NA,NA,NA
20,191,0,NA,NA,NA,NA,NA,NA
21,191,0,NA,NA,NA,NA,NA,NA
22,191,0,NA,NA,NA,NA,NA,NA
14,192,1,NA,0,NA,NA,NA,0
15,192,0,NA,NA,NA,NA,NA,NA
16,192,1,NA,0,NA,NA,0,0
17,192,0,NA,NA,NA,NA,NA,NA
18,192,0,NA,NA,NA,NA,NA,NA
19,192,1,NA,NA,NA,1,NA,NA
20,192,1,NA,NA,0,0,NA,NA
21,192,1,NA,NA,NA,0,0,NA
11,193,0,NA,NA,NA,NA,NA,NA
12,193,0,NA,NA,NA,NA,NA,NA
13,193,1,0,NA,0,NA,NA,0
14,193,1,0,0,0,NA,1,NA
15,193,0,NA,NA,NA,NA,NA,NA
16,193,1,NA,NA,0,NA,NA,NA
12,194,1,0,0,NA,NA,NA,NA
13,194,0,NA,NA,NA,NA,NA,NA
14,194,1,NA,NA,0,NA,0,NA
15,194,1,0,0,NA,0,0,NA
16,194,1,NA,0,0,0,0,0
17,194,0,NA,NA,NA,NA,NA,NA
13,195,1,NA,NA,NA,0,NA,NA
14,195,1,NA,NA,NA,0,NA,0
15,195,0,NA,NA,NA,NA,NA,NA
16,195,0,NA,NA,NA,NA,NA,NA
17,195,1,NA,NA,NA,NA,0,0
18,195,1,NA,NA,0,NA,0,0
15,196,1,0,0,NA,0,NA,NA
16,196,1,NA,NA,0,NA,0,NA
17,196,0,NA,NA,NA,NA,NA,NA
10,197,1,0,0,NA,0,NA,NA
11,197,1,NA,0,NA,NA,NA,0
12,197,1,NA,0,NA,0,NA,0
13,197,0,NA,NA,NA,NA,NA,NA
14,197,0,NA,NA,NA,NA,NA,NA
15,197,0,NA,NA,NA,NA,NA,NA
16,197,1,0,NA,NA,NA,0,NA
17,197,0,NA,NA,NA,NA,NA,NA
9,198,1,NA,0,NA,NA,NA,0
10,198,0,NA,NA,NA,NA,NA,NA
11,198,1,NA,1,0,NA,NA,NA
12,198,1,0,0,NA,NA,0,1
13,198,1,NA,NA,0,NA,0,NA
14,198,1,0,0,0,NA,0,0
15,198,1,0,NA,NA,NA,NA,0
11,199,0,NA,NA,NA,NA,NA,NA
12,199,0,NA,NA,NA,NA,NA,NA
13,199,0,NA,NA,NA,NA,NA,NA
14,199,1,NA,NA,0,0,NA,NA
15,199,0,NA,NA,NA,NA,NA,NA
12,200,0,NA,NA,NA,NA,NA,NA
13,200,1,NA,0,NA,NA,NA,NA
14,200,0,NA,NA,NA,NA,NA,NA
15,200,0,NA,NA,NA,NA,NA,NA
16,200,1,0,NA,0,0,0,0
